,Time [s],QS_elec [W],Q_load [W],solar_to_load [W],solar_surplus [W],load_deficit [W],P_charge [W],P_discharge [W],P_batt [W],I_charge [A],I_discharge [A],I_batt [A],V_batt [V],V_internal [V],SOC [%],phi [Wh],E_stored [Wh],eta_charge [-],eta_discharge [-],curtailed_solar [W],unserved_load [W],internal_loss [W],conversion_loss [W],battery_heat_generation [W],battery_resistance_factor [-],R_dis_effective [ohm],R_chg_effective [ohm],battery_capacity_factor [-],capacity_effective [Wh],SOC_effective [%],T_batt [degC],charge_derating [-],mode,charge_phase,operating_phase
0,0,280.25665,3.3750002,3.3750002,276.88165,0,0,0,0,0,0,0,22.648,22.648,60,26.64,39.96,0.98,0.98,0,0,0,0,0,1,0.1,0.1,1,66.6,60,3.6686292,0.73372585,initial,none,initial
1,60.502472,279.47688,3.3750002,3.3750002,276.10187,0,25.064064,0,-25.064064,1.1011749,0,-1.1011749,22.7612,22.651083,60.629422,26.220805,40.379195,0.98,0.98,250.91619,0,0.12125863,0.5115115,0.12125863,1,0.1,0.1,1,66.6,60.629422,3.6725368,0.73450736,charge,CC,charge - CC
2,121.00494,278.7112,3.3750002,3.3750002,275.3362,0,25.106176,0,-25.106176,1.1024213,0,-1.1024213,22.773667,22.663425,61.259899,25.800907,40.799093,0.98,0.98,250.10049,0,0.12153329,0.51237095,0.12153329,1,0.1,0.1,1,66.6,61.259899,3.6769385,0.7353877,charge,CC,charge - CC
3,181.50742,277.95936,3.3750002,3.3750002,274.58436,0,25.151642,0,-25.151642,1.1038118,0,-1.1038118,22.786169,22.675787,61.891516,25.38025,41.21975,0.98,0.98,249.29534,0,0.12184006,0.51329882,0.12184006,1,0.1,0.1,1,66.6,61.891516,3.6818066,0.73636132,charge,CC,charge - CC
4,242.00989,277.22106,3.3750002,3.3750002,273.84606,0,25.200287,0,-25.200287,1.1053384,0,-1.1053384,22.798707,22.688173,62.524352,24.958782,41.641218,0.98,0.98,248.50063,0,0.12217731,0.51429158,0.12217731,1,0.1,0.1,1,66.6,62.524352,3.687116,0.7374232,charge,CC,charge - CC
5,302.51236,276.51468,3.3750002,3.3750002,273.13968,0,25.251653,0,-25.251653,1.1069809,0,-1.1069809,22.811281,22.700583,63.158475,24.536456,42.063544,0.98,0.98,247.72588,0,0.12254068,0.51533986,0.12254068,1,0.1,0.1,1,66.6,63.158475,3.6927565,0.73855129,charge,CC,charge - CC
6,363.01483,275.83244,3.3750002,3.3750002,272.45744,0,25.30555,0,-25.30555,1.1087307,0,-1.1087307,22.823891,22.713018,63.793948,24.11323,42.48677,0.98,0.98,246.97657,0,0.1229284,0.5164398,0.1229284,1,0.1,0.1,1,66.6,63.793948,3.6987814,0.73975628,charge,CC,charge - CC
7,423.5173,275.17246,3.3750002,3.3750002,271.79746,0,25.362073,0,-25.362073,1.1105917,0,-1.1105917,22.83654,22.72548,64.430838,23.689062,42.910938,0.98,0.98,246.24778,0,0.12334142,0.51759333,0.12334142,1,0.1,0.1,1,66.6,64.430838,3.7051634,0.74103267,charge,CC,charge - CC
8,484.01978,274.59605,3.3750002,3.3750002,271.22105,0,25.418468,0,-25.418468,1.1124438,0,-1.1124438,22.849215,22.73797,65.06914,23.263953,43.336047,0.98,0.98,245.57204,0,0.12375314,0.51874425,0.12375314,1,0.1,0.1,1,66.6,65.06914,3.7111285,0.7422257,charge,CC,charge - CC
9,544.52225,274.22582,3.3750002,3.3750002,270.85082,0,25.465935,0,-25.465935,1.1139039,0,-1.1139039,22.861878,22.750487,65.708631,22.838052,43.761948,0.98,0.98,245.05029,0,0.1240782,0.51971297,0.1240782,1,0.1,0.1,1,66.6,65.708631,3.7148974,0.74297948,charge,CC,charge - CC
10,605.02472,273.86455,3.3750002,3.3750002,270.48955,0,25.506317,0,-25.506317,1.1150531,0,-1.1150531,22.874532,22.763026,66.349135,22.411476,44.188524,0.98,0.98,244.64333,0,0.12433434,0.52053709,0.12433434,1,0.1,0.1,1,66.6,66.349135,3.7187897,0.74375793,charge,CC,charge - CC
11,665.52719,273.51532,3.3750002,3.3750002,270.14032,0,25.547524,0,-25.547524,1.1162359,0,-1.1162359,22.887209,22.775585,66.990673,21.984212,44.615788,0.98,0.98,244.24603,0,0.12459826,0.52137804,0.12459826,1,0.1,0.1,1,66.6,66.990673,3.7227827,0.74455654,charge,CC,charge - CC
12,726.02966,273.17783,3.3750002,3.3750002,269.80282,0,25.589436,0,-25.589436,1.117447,0,-1.117447,22.899909,22.788165,67.633261,21.556248,45.043752,0.98,0.98,243.8599,0,0.12486879,0.52223338,0.12486879,1,0.1,0.1,1,66.6,67.633261,3.7268639,0.74537278,charge,CC,charge - CC
13,786.53214,272.84839,3.3750002,3.3750002,269.47339,0,25.631985,0,-25.631985,1.1186835,0,-1.1186835,22.912633,22.800765,68.276916,21.127574,45.472426,0.98,0.98,243.48302,0,0.12514529,0.52310174,0.12514529,1,0.1,0.1,1,66.6,68.276916,3.7310261,0.74620521,charge,CC,charge - CC
14,847.03461,272.53224,3.3750002,3.3750002,269.15724,0,25.675139,0,-25.675139,1.1199439,0,-1.1199439,22.92538,22.813385,68.921652,20.69818,45.90182,0.98,0.98,243.11619,0,0.12542744,0.52398244,0.12542744,1,0.1,0.1,1,66.6,68.921652,3.7352663,0.74705327,charge,CC,charge - CC
15,907.53708,272.23415,3.3750002,3.3750002,268.85915,0,25.718882,0,-25.718882,1.1212273,0,-1.1212273,22.93815,22.826028,69.567486,20.268055,46.331945,0.98,0.98,242.76443,0,0.12571508,0.52487514,0.12571508,1,0.1,0.1,1,66.6,69.567486,3.7395825,0.74791649,charge,CC,charge - CC
16,968.03955,271.95365,3.3750002,3.3750002,268.57865,0,25.763202,0,-25.763202,1.1225333,0,-1.1225333,22.950945,22.838691,70.21443,19.83719,46.76281,0.98,0.98,242.42992,0,0.12600812,0.52577962,0.12600812,1,0.1,0.1,1,66.6,70.21443,3.7439731,0.74879462,charge,CC,charge - CC
17,1028.542,271.69308,3.3750002,3.3750002,268.31808,0,25.808092,0,-25.808092,1.1238616,0,-1.1238616,22.963763,22.851377,70.862499,19.405575,47.194425,0.98,0.98,242.11358,0,0.12630649,0.52669575,0.12630649,1,0.1,0.1,1,66.6,70.862499,3.7484373,0.74968746,charge,CC,charge - CC
18,1089.0445,271.45725,3.3750002,3.3750002,268.08225,0,25.853543,0,-25.853543,1.1252115,0,-1.1252115,22.976606,22.864085,71.511708,18.973202,47.626798,0.98,0.98,241.819,0,0.12661011,0.52762332,0.12661011,1,0.1,0.1,1,66.6,71.511708,3.7529728,0.75059457,charge,CC,charge - CC
19,1149.547,271.24124,3.3750002,3.3750002,267.86624,0,25.899543,0,-25.899543,1.1265827,0,-1.1265827,22.989473,22.876815,72.16207,18.540061,48.059939,0.98,0.98,241.54614,0,0.12691886,0.5285621,0.12691886,1,0.1,0.1,1,66.6,72.16207,3.7575782,0.75151564,charge,CC,charge - CC
20,1210.0494,271.0445,3.3750002,3.3750002,267.6695,0,25.946083,0,-25.946083,1.1279745,0,-1.1279745,23.002365,22.889568,72.813598,18.106144,48.493856,0.98,0.98,241.29227,0,0.12723266,0.52951189,0.12723266,1,0.1,0.1,1,66.6,72.813598,3.7622519,0.75245037,charge,CC,charge - CC
