,Time [s],QS_elec [W],Q_load [W],solar_to_load [W],solar_surplus [W],load_deficit [W],P_charge [W],P_discharge [W],P_batt [W],I_charge [A],I_discharge [A],I_batt [A],V_batt [V],V_internal [V],SOC [%],phi [Wh],E_stored [Wh],eta_charge [-],eta_discharge [-],curtailed_solar [W],unserved_load [W],internal_loss [W],conversion_loss [W],battery_heat_generation [W],battery_resistance_factor [-],R_dis_effective [ohm],R_chg_effective [ohm],battery_capacity_factor [-],capacity_effective [Wh],SOC_effective [%],T_batt [degC],charge_derating [-],mode,charge_phase,operating_phase
0,0,307.22189,18.559999,18.559999,288.66189,0,0,0,0,0,0,0,22.648,22.648,60,26.64,39.96,0.98,0.98,0,0,0,0,0,1,0.1,0.1,1,66.6,60,37.197736,1,initial,none,initial
1,60.502472,305.58206,18.559999,18.559999,287.02206,0,34.203301,0,-34.203301,1.5,0,-1.5,22.802201,22.652201,60.857429,26.068952,40.531048,0.98,0.98,252.94065,0,0.225,0.69802655,0.225,1,0.1,0.1,1,66.6,60.857429,37.057241,1,charge,CC,charge - CC
2,121.00494,304.03279,18.559999,18.559999,285.4728,0,34.228514,0,-34.228514,1.5,0,-1.5,22.819009,22.669009,61.715494,25.497481,41.102519,0.98,0.98,251.32037,0,0.225,0.6985411,0.225,1,0.1,0.1,1,66.6,61.715494,36.927858,1,charge,CC,charge - CC
3,181.50742,302.57888,18.559999,18.559999,284.01888,0,34.253746,0,-34.253746,1.5,0,-1.5,22.835831,22.685831,62.574195,24.925586,41.674414,0.98,0.98,249.79304,0,0.225,0.69905604,0.225,1,0.1,0.1,1,66.6,62.574195,36.809757,1,charge,CC,charge - CC
4,242.00989,301.2076,18.559999,18.559999,282.6476,0,34.278996,0,-34.278996,1.5,0,-1.5,22.852664,22.702664,63.433534,24.353266,42.246734,0.98,0.98,248.35467,0,0.225,0.69957135,0.225,1,0.1,0.1,1,66.6,63.433534,36.700945,1,charge,CC,charge - CC
5,302.51236,299.91512,18.559999,18.559999,281.35512,0,34.304266,0,-34.304266,1.5,0,-1.5,22.86951,22.71951,64.293511,23.780522,42.819478,0.98,0.98,246.99701,0,0.225,0.70008705,0.225,1,0.1,0.1,1,66.6,64.293511,36.600645,1,charge,CC,charge - CC
6,363.01483,298.83727,18.559999,18.559999,280.27727,0,34.329554,0,-34.329554,1.5,0,-1.5,22.886369,22.736369,65.154126,23.207352,43.392648,0.98,0.98,245.78604,0,0.225,0.70060313,0.225,1,0.1,0.1,1,66.6,65.154126,36.521701,1,charge,CC,charge - CC
7,423.5173,297.93588,18.559999,18.559999,279.37588,0,34.35486,0,-34.35486,1.5,0,-1.5,22.90324,22.75324,66.015379,22.633758,43.966242,0.98,0.98,244.77059,0,0.225,0.7011196,0.225,1,0.1,0.1,1,66.6,66.015379,36.459586,1,charge,CC,charge - CC
8,484.01978,297.07598,18.559999,18.559999,278.51598,0,34.380186,0,-34.380186,1.5,0,-1.5,22.920124,22.770124,66.877271,22.059737,44.540263,0.98,0.98,243.86411,0,0.225,0.70163645,0.225,1,0.1,0.1,1,66.6,66.877271,36.40093,1,charge,CC,charge - CC
9,544.52225,296.26461,18.559999,18.559999,277.70461,0,34.40553,0,-34.40553,1.5,0,-1.5,22.93702,22.78702,67.739803,21.485291,45.114709,0.98,0.98,243.00261,0,0.225,0.70215368,0.225,1,0.1,0.1,1,66.6,67.739803,36.346292,1,charge,CC,charge - CC
10,605.02472,295.48736,18.559999,18.559999,276.92736,0,34.430893,0,-34.430893,1.5,0,-1.5,22.953929,22.803929,68.602975,20.910418,45.689582,0.98,0.98,242.18242,0,0.225,0.70267129,0.225,1,0.1,0.1,1,66.6,68.602975,36.294614,1,charge,CC,charge - CC
11,665.52719,294.74279,18.559999,18.559999,276.18279,0,34.456275,0,-34.456275,1.5,0,-1.5,22.97085,22.82085,69.466788,20.335119,46.264881,0.98,0.98,241.39561,0,0.225,0.70318929,0.225,1,0.1,0.1,1,66.6,69.466788,36.245725,1,charge,CC,charge - CC
12,726.02966,294.3087,18.559999,18.559999,275.7487,0,34.481676,0,-34.481676,1.5,0,-1.5,22.987784,22.837784,70.331241,19.759393,46.840607,0.98,0.98,240.78036,0,0.225,0.70370768,0.225,1,0.1,0.1,1,66.6,70.331241,36.219835,1,charge,CC,charge - CC
13,786.53214,293.8944,18.559999,18.559999,275.33441,0,34.507096,0,-34.507096,1.5,0,-1.5,23.004731,22.854731,71.196336,19.18324,47.41676,0.98,0.98,240.33023,0,0.225,0.70422644,0.225,1,0.1,0.1,1,66.6,71.196336,36.195443,1,charge,CC,charge - CC
14,847.03461,293.48826,18.559999,18.559999,274.92826,0,34.532534,0,-34.532534,1.5,0,-1.5,23.02169,22.87169,72.062073,18.606659,47.993341,0.98,0.98,239.89405,0,0.225,0.7047456,0.225,1,0.1,0.1,1,66.6,72.062073,36.171772,1,charge,CC,charge - CC
15,907.53708,293.08982,18.559999,18.559999,274.52983,0,34.557992,0,-34.557992,1.5,0,-1.5,23.038661,22.888661,72.928452,18.029651,48.570349,0.98,0.98,239.46579,0,0.225,0.70526514,0.225,1,0.1,0.1,1,66.6,72.928452,36.148794,1,charge,CC,charge - CC
16,968.03955,292.69893,18.559999,18.559999,274.13893,0,34.583468,0,-34.583468,1.5,0,-1.5,23.055645,22.905645,73.795474,17.452214,49.147786,0.98,0.98,239.04512,0,0.225,0.70578506,0.225,1,0.1,0.1,1,66.6,73.795474,36.126485,1,charge,CC,charge - CC
17,1028.542,292.31532,18.559999,18.559999,273.75532,0,34.608963,0,-34.608963,1.5,0,-1.5,23.072642,22.922642,74.66314,16.874349,49.725651,0.98,0.98,238.63186,0,0.225,0.70630537,0.225,1,0.1,0.1,1,66.6,74.66314,36.104824,1,charge,CC,charge - CC
18,1089.0445,291.93797,18.559999,18.559999,273.37797,0,34.634477,0,-34.634477,1.5,0,-1.5,23.089651,22.939651,75.531449,16.296055,50.303945,0.98,0.98,238.22534,0,0.225,0.70682607,0.225,1,0.1,0.1,1,66.6,75.531449,36.083792,1,charge,CC,charge - CC
19,1149.547,291.56648,18.559999,18.559999,273.00648,0,34.66001,0,-34.66001,1.5,0,-1.5,23.106673,22.956673,76.400403,15.717332,50.882668,0.98,0.98,237.82487,0,0.225,0.70734715,0.225,1,0.1,0.1,1,66.6,76.400403,36.063369,1,charge,CC,charge - CC
20,1210.0494,291.20071,18.559999,18.559999,272.64071,0,34.685562,0,-34.685562,1.5,0,-1.5,23.123708,22.973708,77.270001,15.138179,51.461821,0.98,0.98,237.43016,0,0.225,0.70786862,0.225,1,0.1,0.1,1,66.6,77.270001,36.043538,1,charge,CC,charge - CC
21,1270.5519,290.84051,18.559999,18.559999,272.28052,0,34.711133,0,-34.711133,1.5,0,-1.5,23.140755,22.990755,78.140245,14.558597,52.041403,0.98,0.98,237.04109,0,0.225,0.70839047,0.225,1,0.1,0.1,1,66.6,78.140245,36.024281,1,charge,CC,charge - CC
22,1331.0544,290.48499,18.559999,18.559999,271.92499,0,34.736723,0,-34.736723,1.5,0,-1.5,23.157815,23.007815,79.011134,13.978585,52.621415,0.98,0.98,236.65712,0,0.225,0.70891272,0.225,1,0.1,0.1,1,66.6,79.011134,36.005583,1,charge,CC,charge - CC
23,1391.5569,290.13374,18.559999,18.559999,271.57374,0,34.762332,0,-34.762332,1.5,0,-1.5,23.174888,23.024888,79.88267,13.398142,53.201858,0.98,0.98,236.2776,0,0.225,0.70943535,0.225,1,0.1,0.1,1,66.6,79.88267,35.987426,1,charge,CC,charge - CC
