Time [min],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C],ΔT [°C]
30.251236,0.090677637,0.97407249,0.10767718,1.000083,0.090682598,0.97405684,0.10767958,1.0000683,0.97901583,0.11399841,1.0008632,0.10754959,0.97899971,0.11400104,1.0008488,0.10755224,0.053254247,0.057583926,0.060020079,0.059684727,0.053262547,0.057591836,0.060027255,0.059691694,-0.14222756,-0.26326585,0.091373979,0.095695792,-0.14211435,-0.26308423,0.091388542,0.095710068,0.044406212,0.041038967,0.069551114,0.046310673,0.044410437,0.041043111,0.06955219,0.046312887,0.044081301,0.041754014,0.13321347,0.054959674,0.044086497,0.041758885,0.13321398,0.054961335
31.25961,0.091919837,0.91449177,0.10980407,0.94131893,0.09192389,0.91447459,0.10980521,0.94130227,0.91940615,0.11524099,0.94199547,0.10976917,0.91938837,0.11524212,0.94197905,0.10977057,0.04588099,0.050414855,0.052819301,0.052324608,0.045888377,0.050421745,0.052825391,0.052330487,-0.22878979,-0.33176622,-0.025318998,-0.01987154,-0.22866436,-0.33156694,-0.025302711,-0.019855547,0.040983902,0.03748721,0.065490384,0.041738853,0.040987744,0.037491038,0.065490212,0.041740334,0.047905052,0.045287325,0.12861606,0.055149102,0.047909755,0.045291713,0.12861561,0.055149936
32.267985,0.092476418,0.84283717,0.11110713,0.87029625,0.092480103,0.84282576,0.11110759,0.87028499,0.84766743,0.11556628,0.87085203,0.11116449,0.84765531,0.1155666,0.870841,0.11116521,0.038497916,0.043197004,0.045503884,0.044861889,0.038505607,0.043204104,0.045510141,0.044867941,-0.31393889,-0.3967534,-0.14463668,-0.13809552,-0.31380224,-0.39653927,-0.14461664,-0.13807579,0.037137301,0.033522006,0.060600108,0.036537949,0.037141267,0.033526012,0.060599356,0.036539265,0.051583044,0.048689266,0.12286367,0.054845739,0.051587339,0.048693259,0.12286304,0.054846033
33.27636,0.092362803,0.76032488,0.1115983,0.78822341,0.092365829,0.76031663,0.11159779,0.78821486,0.76501648,0.11499815,0.78864498,0.11174807,0.7650074,0.11499733,0.78863664,0.11174782,0.031113611,0.035940579,0.038073404,0.037293178,0.031121016,0.035947298,0.038079247,0.037298817,-0.39699176,-0.45793765,-0.26516553,-0.25755785,-0.39684568,-0.45771078,-0.26514272,-0.25753536,0.032849965,0.029133353,0.054887538,0.030714489,0.032853811,0.029137298,0.054885932,0.030715399,0.05507875,0.05192598,0.11605885,0.054083996,0.055082527,0.051929468,0.11605772,0.054083606
34.284734,0.091596124,0.66805355,0.11129066,0.69619139,0.091598547,0.66804968,0.11128926,0.69618677,0.67255138,0.11356218,0.69647027,0.11153167,0.67254657,0.11356031,0.69646586,0.11153052,0.023732416,0.028649575,0.030532571,0.029620669,0.023739663,0.028656042,0.030538143,0.029626038,-0.4776259,-0.51532824,-0.38597491,-0.37731737,-0.47747155,-0.51509051,-0.38594908,-0.37729188,0.02810891,0.024314496,0.048367379,0.024282685,0.028112688,0.024318434,0.048365032,0.024283282,0.058352583,0.054963657,0.10827842,0.052904821,0.058355815,0.054966615,0.1082769,0.05290378
35.293109,0.090132711,0.57329644,0.11010817,0.60142374,0.090134498,0.57329577,0.11010586,0.60142187,0.57755855,0.11126021,0.60156896,0.11042893,0.57755682,0.11125729,0.60156728,0.11042684,0.016586818,0.021547673,0.023149007,0.022116829,0.016593755,0.021553744,0.023154168,0.02212179,-0.54992593,-0.56501897,-0.49756273,-0.48792243,-0.5497662,-0.56477329,-0.49753515,-0.48789521,0.02312726,0.019295386,0.041423877,0.017630533,0.023130893,0.019299237,0.041420756,0.017630769,0.061082289,0.057496903,0.10004852,0.051379539,0.061084984,0.057499343,0.10004655,0.051377857
36.301483,0.088098916,0.48293389,0.10819604,0.51082767,0.088100141,0.48293465,0.10819294,0.51082684,0.48694235,0.10830146,0.51085752,0.10858349,0.48694195,0.10829761,0.51085686,0.1085806,0.0099038462,0.014870445,0.016200187,0.015062527,0.0099104234,0.014876082,0.016204903,0.015067042,-0.61110758,-0.60560522,-0.59375393,-0.58323594,-0.61094599,-0.60535498,-0.59372711,-0.58320947,0.018144414,0.014320817,0.034487919,0.011147228,0.018147848,0.014324517,0.034484033,0.011147066,0.063120394,0.05938336,0.091962982,0.049656468,0.063122655,0.059385378,0.0919605,0.04965421
37.309858,0.08568447,0.38773292,0.10580001,0.41526402,0.085685079,0.38773798,0.10579605,0.41526705,0.39145235,0.10484025,0.41518338,0.1062507,0.39145613,0.10483544,0.41518658,0.10624693,0.0033076842,0.0082565268,0.00930041,0.0080597124,0.0033139565,0.0082617843,0.0093047502,0.008063856,-0.67123861,-0.64448392,-0.68949499,-0.67807208,-0.67107225,-0.64422751,-0.68946479,-0.67804228,0.012854059,0.0090620438,0.027071936,0.0043129086,0.012857367,0.0090656739,0.027067465,0.0043125234,0.064962712,0.061085454,0.083348646,0.047714872,0.064964376,0.061086898,0.083345865,0.047712045
38.318232,0.082906548,0.28814674,0.10293162,0.31518883,0.082906539,0.28815506,0.1029268,0.3151947,0.29154532,0.10089874,0.315004,0.10344437,0.29155226,0.10089298,0.31501003,0.10343973,-0.0031988483,0.0017096654,0.0024602783,0.0011188879,-0.0031929601,0.0017144676,0.0024641683,0.0011225828,-0.73016508,-0.68165011,-0.78463448,-0.7722821,-0.72999509,-0.68138874,-0.78460259,-0.77225063,0.0072885595,0.003549594,0.019230912,-0.0028228442,0.0072916851,0.0035530947,0.019225815,-0.0028235048,0.066594525,0.062587982,0.074224,0.045558529,0.066595626,0.062588882,0.074220837,0.045555123
39.326607,0.079788501,0.18534827,0.099613068,0.21178067,0.079787863,0.18536015,0.099607417,0.21178968,0.18840105,0.096515148,0.21149742,0.100189,0.18841145,0.09650843,0.21150657,0.10018351,-0.0095790894,-0.0047324824,-0.0042753543,-0.0057149726,-0.0095736133,-0.0047281632,-0.0042719299,-0.0057117522,-0.78740743,-0.71690364,-0.8783232,-0.86503494,-0.78723369,-0.71663754,-0.87828919,-0.86500136,0.0015122516,-0.0021537331,0.011068421,-0.010165083,0.0015151843,-0.0021503718,0.011062729,-0.010165994,0.067984198,0.063860708,0.064658115,0.043199625,0.067984703,0.063861033,0.064654597,0.043195638
40.334981,0.076339051,0.078989344,0.095853695,0.10469445,0.076337783,0.079004867,0.09584722,0.10470669,0.08167145,0.091695156,0.10431905,0.096493848,0.081685409,0.091687493,0.10433143,0.096487505,-0.0158605,-0.011097404,-0.010932391,-0.012469715,-0.015855469,-0.011093598,-0.010929455,-0.012466997,-0.84351346,-0.75070259,-0.97130036,-0.9570887,-0.8433361,-0.75043214,-0.97126431,-0.95705307,-0.0044612198,-0.0080367716,0.0025969895,-0.017702815,-0.0044584973,-0.0080335675,0.002590719,-0.017703968,0.069142471,0.064913952,0.054597333,0.040629461,0.069142365,0.064913687,0.054593469,0.040624893
41.343356,0.072569465,-0.03059632,0.091662952,-0.005735135,0.072567556,-0.030577122,0.091655642,-0.0057196543,-0.028307727,0.086452974,-0.0061962543,0.09236779,-0.028290185,0.086444362,-0.0061806279,0.092360585,-0.022047726,-0.017390201,-0.017513393,-0.019148335,-0.022043173,-0.01738694,-0.017510975,-0.019146149,-0.898497,-0.78314568,-1.0635417,-1.04842,-0.89831613,-0.7828712,-1.0635036,-1.0483823,-0.010573802,-0.014043104,-0.0061122275,-0.025368698,-0.010571313,-0.014040081,-0.0061190691,-0.025370092,0.070059864,0.065738596,0.044044311,0.037847544,0.07005913,0.065737726,0.044040104,0.03784239
42.35173,0.068489415,-0.1430987,0.087049358,-0.11919763,0.068486853,-0.14307578,0.087041204,-0.11917886,-0.14122474,0.080801002,-0.11973813,0.087818572,-0.14120357,0.080791443,-0.11971922,0.087810501,-0.02814784,-0.023618644,-0.024024261,-0.025757212,-0.028143795,-0.023615956,-0.024022385,-0.025755581,-0.95239972,-0.81434404,-1.1550479,-1.1390288,-0.95221547,-0.81406582,-1.1550078,-1.1389892,-0.016767279,-0.020115839,-0.014989993,-0.033097018,-0.016765044,-0.020113017,-0.014997398,-0.03309865,0.0707282,0.066326804,0.033002738,0.034852818,0.070726824,0.066325314,0.032998192,0.034847078
43.360105,0.064104856,-0.2582375,0.082017324,-0.23541289,0.064101626,-0.25821084,0.082008298,-0.23539082,-0.2567988,0.074749731,-0.23602805,0.082853551,-0.25677396,0.074739228,-0.23600585,0.082844621,-0.034167596,-0.029790241,-0.030471368,-0.032302769,-0.034164087,-0.029788154,-0.030470063,-0.032301711,-1.0053331,-0.84446942,-1.2458615,-1.2289723,-1.0051456,-0.8441877,-1.2458195,-1.2289307,-0.022988948,-0.026203356,-0.023973716,-0.0408284,-0.022986987,-0.026200756,-0.023981678,-0.040830271,0.071140346,0.066671829,0.021468946,0.03164254,0.071138314,0.066669707,0.021464064,0.03163621
44.368479,0.060134058,-0.35304901,0.077408855,-0.33123336,0.060130207,-0.35302112,0.07739903,-0.33121045,-0.35197828,0.069345181,-0.33190971,0.078300709,-0.35195229,0.069333815,-0.33188668,0.078291023,-0.039011958,-0.034781558,-0.03567899,-0.037586388,-0.039009012,-0.034780088,-0.035678281,-0.037585912,-1.0467088,-0.86760714,-1.3174695,-1.299908,-1.0465206,-0.8673238,-1.3174274,-1.2998663,-0.028087055,-0.031168639,-0.031323699,-0.047047524,-0.028085438,-0.031166337,-0.031332276,-0.047049725,0.071107917,0.0666043,0.011570522,0.028780692,0.071105353,0.066601664,0.0115652,0.028773834
45.376854,0.056185464,-0.44390342,0.072777665,-0.42311698,0.056180993,-0.44387507,0.072767049,-0.42309396,-0.44319079,0.063987285,-0.42385172,0.07372653,-0.44316439,0.063975068,-0.42382859,0.073716096,-0.043453411,-0.039380605,-0.040477077,-0.042452902,-0.043451052,-0.039379775,-0.040476986,-0.042453033,-1.0854427,-0.88903326,-1.3845146,-1.3663506,-1.0852541,-0.88874863,-1.384473,-1.3663095,-0.032801416,-0.035749559,-0.038198422,-0.052785448,-0.032800177,-0.03574759,-0.03820763,-0.05278801,0.070879932,0.066353565,0.0018717604,0.025925706,0.070876862,0.066350441,0.0018659594,0.025918329
46.385228,0.052110862,-0.53581503,0.067952641,-0.51611706,0.052105862,-0.53578294,0.06794134,-0.51609065,-0.53546912,0.058458982,-0.51691088,0.068964313,-0.53543904,0.058446057,-0.51688438,0.068953231,-0.047758038,-0.043859075,-0.045148897,-0.047190432,-0.047756124,-0.043858738,-0.04514927,-0.04719101,-1.1239759,-0.91018064,-1.4512909,-1.4325546,-1.1237852,-0.9098938,-1.4512471,-1.4325113,-0.037349533,-0.040162251,-0.044941209,-0.058340758,-0.037348527,-0.040160473,-0.044950803,-0.058343471,0.070508251,0.065966831,-0.0080979934,0.022956707,0.070504636,0.065963183,-0.0081039718,0.022948885
47.393603,0.047907519,-0.62870136,0.062933506,-0.61015305,0.04790194,-0.62866683,0.062921467,-0.61012454,-0.62872829,0.052759698,-0.6110072,0.064012257,-0.62869579,0.052746005,-0.61097861,0.064000457,-0.051948063,-0.048239081,-0.049715978,-0.051820933,-0.051946669,-0.048239313,-0.049716891,-0.051822044,-1.1622905,-0.93108917,-1.5178633,-1.4985634,-1.162098,-0.93080045,-1.5178182,-1.498519,-0.041708563,-0.044384786,-0.051525415,-0.063688035,-0.041707863,-0.044383271,-0.051535486,-0.063690985,0.069991045,0.065442531,-0.018346208,0.019870791,0.069986892,0.065438363,-0.018352479,0.019862486
48.401978,0.043571569,-0.72249534,0.057718228,-0.70515793,0.043565418,-0.72245784,0.057705461,-0.70512678,-0.7229003,0.046886024,-0.7060784,0.058864636,-0.72286489,0.046871576,-0.70604725,0.058852103,-0.056042837,-0.052539109,-0.054197307,-0.056364838,-0.056041951,-0.052539892,-0.054198747,-0.056366478,-1.2004162,-0.95181395,-1.5843178,-1.5644382,-1.2002216,-0.95152322,-1.5842712,-1.5643922,-0.045859692,-0.048399114,-0.057929327,-0.068805903,-0.045859286,-0.048397851,-0.057939836,-0.068809061,0.069326992,0.064779454,-0.028881868,0.016666304,0.069322289,0.064774757,-0.028888382,0.016657528
49.410352,0.039095581,-0.81713948,0.052300924,-0.80107482,0.039088845,-0.8170992,0.052287414,-0.80104122,-0.81792826,0.040830923,-0.80206979,0.053514017,-0.81789012,0.040815711,-0.80203625,0.053500738,-0.06005989,-0.056775793,-0.05861038,-0.060839853,-0.060059534,-0.056777148,-0.058612369,-0.060842043,-1.2383883,-0.97240751,-1.6507159,-1.630239,-1.2381917,-0.97211482,-1.6506679,-1.6301917,-0.049799438,-0.052201767,-0.064146723,-0.073687535,-0.049799344,-0.052200773,-0.064157682,-0.073690917,0.06851526,0.063976873,-0.039710964,0.013342656,0.068510003,0.063971642,-0.039717739,0.0133334
50.418727,0.034516795,-0.9115048,0.046728722,-0.8967624,0.034509467,-0.91146191,0.04671446,-0.89672653,-0.9126796,0.03464952,-0.89783991,0.048005534,-0.91263889,0.034633538,-0.89780415,0.0479915,-0.063957538,-0.060904657,-0.062910098,-0.065199535,-0.063957726,-0.060906598,-0.062912649,-0.06520229,-1.2757933,-0.9926745,-1.7163343,-1.6952534,-1.2755947,-0.99237994,-1.7162851,-1.6952048,-0.053486625,-0.05575233,-0.070106919,-0.078275021,-0.053486854,-0.055751619,-0.070118333,-0.078278635,0.067558296,0.063037576,-0.050724542,0.009932377,0.067552483,0.063031811,-0.05073159,0.0099226372
51.427101,0.029783565,-1.0065993,0.040942916,-0.99324045,0.02977566,-1.0065535,0.040927912,-0.993202,-1.008169,0.02827342,-0.99441106,0.042276469,-1.0081254,0.028256682,-0.99437279,0.04226166,-0.067803575,-0.064995415,-0.067168978,-0.069516847,-0.067804304,-0.064997947,-0.067172097,-0.06952017,-1.3131158,-1.012916,-1.78199,-1.7602893,-1.312915,-1.0126195,-1.7819393,-1.7602393,-0.056980921,-0.059108598,-0.0758936,-0.082638435,-0.05698147,-0.059108165,-0.075905447,-0.082642269,0.066456034,0.061961494,-0.062030557,0.0064048306,0.066449658,0.061955191,-0.062037845,0.0063946181
52.435476,0.024887182,-1.1023825,0.034934431,-1.0904705,0.024878689,-1.1023339,0.034918676,-1.0904297,-1.1043583,0.021692297,-1.0917383,0.036313389,-1.104312,0.021674781,-1.0916976,0.036297794,-0.071607584,-0.069060033,-0.071400976,-0.0738037,-0.071608872,-0.069063198,-0.071404718,-0.073807628,-1.3503705,-1.033185,-1.8477357,-1.8254034,-1.3501675,-1.0328866,-1.8476836,-1.825352,-0.060292525,-0.062278776,-0.08151343,-0.08678365,-0.060293404,-0.062278634,-0.081525718,-0.086787715,0.065206464,0.060748379,-0.073632207,0.0027594084,0.065199504,0.060741532,-0.073639745,0.0027487147
53.44385,0.01981829,-1.1988202,0.02869366,-1.1884187,0.019809204,-1.1987688,0.028677149,-1.1883754,-1.2012133,0.014897302,-1.1897826,0.030107157,-1.2011642,0.014879009,-1.1897394,0.030090772,-0.0753761,-0.073105715,-0.075614296,-0.078067074,-0.075377954,-0.073109518,-0.075618668,-0.078071616,-1.387586,-1.0535265,-1.9136203,-1.8906462,-1.3873808,-1.0532261,-1.9135668,-1.8905934,-0.06342901,-0.06526699,-0.086969243,-0.090713339,-0.063430225,-0.065267145,-0.086981971,-0.090717636,0.063808147,0.059397661,-0.085535093,-0.0010046821,0.063800598,0.059390266,-0.085542875,-0.0010158604
54.452225,0.014568511,-1.2958795,0.022211284,-1.2870507,0.014558823,-1.2958253,0.022194007,-1.2870049,-1.2987001,0.0078813079,-1.2885086,0.023649511,-1.2986484,0.007862233,-1.2884629,0.023632329,-0.079113818,-0.077136622,-0.079812861,-0.082310738,-0.079116252,-0.077141075,-0.079817875,-0.082315906,-1.4247911,-1.073976,-1.9796785,-1.9560501,-1.4245836,-1.0736737,-1.9796236,-1.955996,-0.06639538,-0.068074331,-0.092260918,-0.094427845,-0.066396939,-0.068074791,-0.092274088,-0.094432382,0.062260366,0.057908738,-0.097743888,-0.0048882854,0.062252223,0.05790079,-0.097751917,-0.0048999537
55.460599,0.00256389,-1.4806303,0.007075846,-1.4755393,0.0025540753,-1.4805595,0.0070598925,-1.4754767,-1.4843901,-0.0080473799,-1.4771375,0.0084653036,-1.4843216,-0.0080658794,-1.4770749,0.0084492478,-0.082208775,-0.081045976,-0.084099928,-0.086514962,-0.082212568,-0.081051625,-0.084105934,-0.086520967,-1.4613093,-1.0783618,-2.0730266,-2.0505201,-1.4611077,-1.0780815,-2.0729678,-2.0504618,-0.069619391,-0.070925694,-0.10011325,-0.098533894,-0.069621503,-0.070926703,-0.10012661,-0.098539013,0.056788855,0.052767903,-0.12227475,-0.012909581,0.056780429,0.052759781,-0.12228112,-0.012920886
56.468974,-0.0094160347,-1.630528,-0.0077251916,-1.6290686,-0.0094272276,-1.6304611,-0.0077420311,-1.6290101,-1.6351026,-0.023557309,-1.6307622,-0.0063716727,-1.6350377,-0.023576806,-1.6307036,-0.0063886354,-0.085403738,-0.084974049,-0.088366238,-0.090668183,-0.085408635,-0.084980723,-0.08837321,-0.090675112,-1.442883,-1.0375675,-2.1021793,-2.0807325,-1.4427084,-1.0373284,-2.1021295,-2.0806832,-0.072584325,-0.073509383,-0.10733259,-0.10227652,-0.072587031,-0.073510963,-0.10734647,-0.10228233,0.050982476,0.047317605,-0.14161004,-0.020483919,0.050973106,0.04730858,-0.14161754,-0.020495826
57.477348,-0.026200248,-1.8302507,-0.027692575,-1.833624,-0.026211191,-1.8301626,-0.027707379,-1.8335438,-1.8358725,-0.045012828,-1.8354553,-0.026436319,-1.8357862,-0.04503083,-1.835375,-0.02645143,-0.093555969,-0.094007842,-0.09773935,-0.099920655,-0.093561008,-0.094014442,-0.097745927,-0.09992709,-1.4051877,-0.97168159,-2.1223208,-2.1029156,-1.4050375,-0.97149239,-2.1222649,-2.1028598,-0.078358894,-0.078697818,-0.11895129,-0.10926855,-0.078361528,-0.078699376,-0.1189641,-0.10927408,0.043560952,0.040364976,-0.16536444,-0.02955857,0.043551063,0.040355549,-0.16536994,-0.029569816
58.485723,-0.045710337,-2.0122935,-0.050198326,-2.0210862,-0.045722849,-2.012215,-0.050213597,-2.0210156,-2.0189487,-0.06930517,-2.0230468,-0.049049145,-2.0188717,-0.069323776,-2.0229762,-0.049064741,-0.10460497,-0.1059373,-0.10992917,-0.11197618,-0.10461162,-0.10594534,-0.10993701,-0.11198386,-1.3266984,-0.87430613,-2.0980377,-2.0813162,-1.3265935,-0.87418694,-2.0979968,-2.0812755,-0.08543708,-0.085057708,-0.13218154,-0.11755658,-0.085440598,-0.085060169,-0.13219468,-0.11756305,0.034672481,0.03203979,-0.18578743,-0.039198082,0.034661594,0.032029407,-0.18579436,-0.039209641
59.494097,-0.063385516,-2.1286354,-0.070268625,-2.1423315,-0.063399225,-2.1285656,-0.070284159,-2.1422695,-2.1360647,-0.090776557,-2.1443711,-0.069196448,-2.1359962,-0.090795474,-2.144309,-0.069212328,-0.11470044,-0.11675667,-0.1208984,-0.12280305,-0.1147087,-0.11676612,-0.12090752,-0.122812,-1.1858036,-0.73078649,-1.9837007,-1.9696212,-1.1857488,-0.73073696,-1.98367,-1.9695906,-0.091498339,-0.090429037,-0.14302175,-0.12423218,-0.091502786,-0.090432448,-0.14303497,-0.12423932,0.025614967,0.023546408,-0.19912986,-0.047533977,0.025603264,0.023535241,-0.19913728,-0.047545475
60.502472,-0.07622752,-2.1818664,-0.084750798,-2.1991934,-0.076240925,-2.1817957,-0.084765333,-2.1991301,-2.1897555,-0.10609544,-2.2012769,-0.08373649,-2.1896858,-0.10611314,-2.2012135,-0.083751385,-0.12205794,-0.12460479,-0.12880444,-0.13059184,-0.12206629,-0.12461416,-0.12881335,-0.13060057,-1.0386328,-0.59075778,-1.8357867,-1.8236981,-1.0386215,-0.59076694,-1.8357629,-1.8236744,-0.095614465,-0.093998726,-0.14997957,-0.12829025,-0.095619049,-0.094002347,-0.14999158,-0.12829691,0.018139408,0.016527616,-0.20613659,-0.053313248,0.018127448,0.016516197,-0.20614333,-0.053324036
61.510846,-0.08792603,-2.2058728,-0.097867524,-2.2265802,-0.087939207,-2.2058068,-0.097881239,-2.2265213,-2.2141039,-0.11983922,-2.2286935,-0.096915277,-2.2140388,-0.11985588,-2.2286345,-0.096929362,-0.12911255,-0.1320752,-0.13627268,-0.13794994,-0.12912147,-0.13208497,-0.13628189,-0.13795897,-0.88106451,-0.44656697,-1.6610875,-1.6508933,-0.88109067,-0.44662542,-1.661071,-1.6508768,-0.099251468,-0.097088056,-0.15560593,-0.13135859,-0.099256463,-0.097092153,-0.15561698,-0.13136493,0.01059997,0.0094415023,-0.21065432,-0.058315624,0.010587899,0.0094299718,-0.21066063,-0.058325714
62.519221,-0.098449352,-2.2031228,-0.10961238,-2.2269448,-0.098461939,-2.2030601,-0.109625,-2.2268888,-2.2115858,-0.13199521,-2.2290719,-0.10873227,-2.2115238,-0.13201047,-2.2290158,-0.10874527,-0.13577363,-0.13907936,-0.14317909,-0.14475323,-0.13578272,-0.13908913,-0.14318823,-0.14476218,-0.72466793,-0.3087414,-1.4738832,-1.4655049,-0.72472466,-0.30884055,-1.4738722,-1.4654939,-0.10236185,-0.099655754,-0.15983149,-0.13335967,-0.10236705,-0.099660127,-0.1598412,-0.13336535,0.0030556459,0.002345426,-0.21296793,-0.06250886,0.0030436088,0.0023339257,-0.21297358,-0.062518108
63.527596,-0.10778066,-2.176002,-0.11997953,-2.2026505,-0.10779258,-2.1759438,-0.11999104,-2.2025984,-2.1845929,-0.14255926,-2.2047749,-0.11918228,-2.1845352,-0.14257307,-2.2047228,-0.11919415,-0.14197062,-0.14555082,-0.14942385,-0.15089692,-0.14197983,-0.14556056,-0.1494329,-0.15090578,-0.57423481,-0.18118749,-1.2820345,-1.2754158,-0.57431576,-0.18131928,-1.2820287,-1.27541,-0.10490629,-0.10167063,-0.16262861,-0.13426663,-0.10491167,-0.10167527,-0.16263698,-0.13427163,-0.0044110572,-0.0046814033,-0.21328937,-0.06588347,-0.00442294,-0.0046927575,-0.21329439,-0.065891859
64.53597,-0.11592368,-2.1266784,-0.12898146,-2.1558493,-0.1159348,-2.1266247,-0.12899177,-2.1558012,-2.1352995,-0.15154212,-2.1579592,-0.1282628,-2.1352461,-0.15155436,-2.1579112,-0.12827344,-0.14763132,-0.15141809,-0.15492691,-0.15630281,-0.1476405,-0.15142764,-0.15493572,-0.15631142,-0.43092558,-0.064389904,-1.0892749,-1.0844175,-0.43102595,-0.064548211,-1.0892739,-1.0844165,-0.10683551,-0.1030916,-0.1639859,-0.13406791,-0.10684098,-0.10309642,-0.16399285,-0.13407216,-0.011723587,-0.01156663,-0.211766,-0.06846458,-0.011735199,-0.011577728,-0.21177037,-0.068472075
