,Time [s],QS_elec [W],Q_load [W],solar_to_load [W],solar_surplus [W],load_deficit [W],P_charge [W],P_discharge [W],P_batt [W],I_charge [A],I_discharge [A],I_batt [A],V_batt [V],V_internal [V],SOC [%],phi [Wh],E_stored [Wh],eta_charge [-],eta_discharge [-],curtailed_solar [W],unserved_load [W],internal_loss [W],conversion_loss [W],battery_heat_generation [W],battery_resistance_factor [-],R_dis_effective [ohm],R_chg_effective [ohm],battery_capacity_factor [-],capacity_effective [Wh],SOC_effective [%],T_batt [degC],charge_derating [-],mode,charge_phase,operating_phase
26,1573.0643,0,11,0,0,11,0,11.22449,11.22449,0,0.48520015,0.48520015,23.133733,23.182253,81.346915,12.422955,54.177045,0.98,0.98,0,1.1546319e-14,0.023541921,0.2244898,0.023541921,1,0.1,0.1,1,66.6,81.346915,18.985387,1,discharge,none,discharge
27,1633.5667,0,11,0,0,11,0,11.22449,11.22449,0,0.48574484,0.48574484,23.107793,23.156367,81.063074,12.611993,53.988007,0.98,0.98,0,0,0.023594807,0.2244898,0.023594807,1,0.1,0.1,1,66.6,81.063074,19.232303,1,discharge,none,discharge
28,1694.0692,0,11,0,0,11,0,11.22449,11.22449,0,0.48629075,0.48629075,23.081852,23.130481,80.779231,12.801032,53.798968,0.98,0.98,0,6.2172489e-15,0.023647871,0.2244898,0.023647871,1,0.1,0.1,1,66.6,80.779231,19.453213,1,discharge,none,discharge
29,1754.5717,0,11,0,0,11,0,11.22449,11.22449,0,0.48683789,0.48683789,23.05591,23.104594,80.495388,12.990072,53.609928,0.98,0.98,0,1.5987212e-14,0.023701116,0.2244898,0.023701116,1,0.1,0.1,1,66.6,80.495388,19.647241,1,discharge,none,discharge
30,1815.0742,0,11,0,0,11,0,11.22449,11.22449,0,0.48738628,0.48738628,23.029969,23.078708,80.211543,13.179112,53.420888,0.98,0.98,0,1.0658141e-14,0.023754541,0.2244898,0.023754541,1,0.1,0.1,1,66.6,80.211543,19.797147,1,discharge,none,discharge
31,1875.5766,0,11,0,0,11,0,11.22449,11.22449,0,0.4879359,0.4879359,23.004027,23.052821,79.927697,13.368154,53.231846,0.98,0.98,0,1.0658141e-14,0.023808147,0.2244898,0.023808147,1,0.1,0.1,1,66.6,79.927697,19.931676,1,discharge,none,discharge
32,1936.0791,0,11,0,0,11,0,11.22449,11.22449,0,0.4882683,0.4882683,22.988365,23.037192,79.64385,13.557196,53.042804,0.98,0.98,0,0,0.023840594,0.2244898,0.023840594,1,0.1,0.1,1,66.6,79.64385,20.052963,1,discharge,none,discharge
33,1996.5816,0,11,0,0,11,0,11.22449,11.22449,0,0.48838675,0.48838675,22.98279,23.031629,79.360002,13.746239,52.853761,0.98,0.98,0,5.3290705e-15,0.023852162,0.2244898,0.023852162,1,0.1,0.1,1,66.6,79.360002,20.162142,1,discharge,none,discharge
34,2057.084,0,11,0,0,11,0,11.22449,11.22449,0,0.48850525,0.48850525,22.977215,23.026065,79.076154,13.935281,52.664719,0.98,0.98,0,0,0.023863739,0.2244898,0.023863739,1,0.1,0.1,1,66.6,79.076154,20.260271,1,discharge,none,discharge
35,2117.5865,0,11,0,0,11,0,11.22449,11.22449,0,0.48862381,0.48862381,22.971639,23.020502,78.792306,14.124324,52.475676,0.98,0.98,0,0,0.023875324,0.2244898,0.023875324,1,0.1,0.1,1,66.6,78.792306,20.341983,1,discharge,none,discharge
36,2178.089,0,11,0,0,11,0,11.22449,11.22449,0,0.48874243,0.48874243,22.966064,23.014938,78.508458,14.313367,52.286633,0.98,0.98,0,6.2172489e-15,0.023886917,0.2244898,0.023886917,1,0.1,0.1,1,66.6,78.508458,20.405941,1,discharge,none,discharge
37,2238.5915,0,11,0,0,11,0,11.22449,11.22449,0,0.48886111,0.48886111,22.960489,23.009375,78.22461,14.50241,52.09759,0.98,0.98,0,8.8817842e-15,0.023898519,0.2244898,0.023898519,1,0.1,0.1,1,66.6,78.22461,20.464429,1,discharge,none,discharge
38,2299.0939,0,11,0,0,11,0,11.22449,11.22449,0,0.48897984,0.48897984,22.954914,23.003811,77.940761,14.691453,51.908547,0.98,0.98,0,2.3092639e-14,0.023910129,0.2244898,0.023910129,1,0.1,0.1,1,66.6,77.940761,20.51789,1,discharge,none,discharge
39,2359.5964,0,11,0,0,11,0,11.22449,11.22449,0,0.48909864,0.48909864,22.949338,22.998248,77.656912,14.880497,51.719503,0.98,0.98,0,1.0658141e-14,0.023921748,0.2244898,0.023921748,1,0.1,0.1,1,66.6,77.656912,20.566294,1,discharge,none,discharge
40,2420.0989,0,11,0,0,11,0,11.22449,11.22449,0,0.48921749,0.48921749,22.943763,22.992685,77.373062,15.069541,51.530459,0.98,0.98,0,6.2172489e-15,0.023933376,0.2244898,0.023933376,1,0.1,0.1,1,66.6,77.373062,20.610453,1,discharge,none,discharge
41,2480.6013,0,11,0,0,11,0,11.22449,11.22449,0,0.4893364,0.4893364,22.938188,22.987121,77.089212,15.258585,51.341415,0.98,0.98,0,0,0.023945012,0.2244898,0.023945012,1,0.1,0.1,1,66.6,77.089212,20.650677,1,discharge,none,discharge
42,2541.1038,0,11,0,0,11,0,11.22449,11.22449,0,0.48945536,0.48945536,22.932612,22.981558,76.805362,15.447629,51.152371,0.98,0.98,0,1.1546319e-14,0.023956656,0.2244898,0.023956656,1,0.1,0.1,1,66.6,76.805362,20.68725,1,discharge,none,discharge
43,2601.6063,0,11,0,0,11,0,11.22449,11.22449,0,0.48957439,0.48957439,22.927037,22.975994,76.521512,15.636673,50.963327,0.98,0.98,0,0,0.023968309,0.2244898,0.023968309,1,0.1,0.1,1,66.6,76.521512,20.720429,1,discharge,none,discharge
44,2662.1088,0,11,0,0,11,0,11.22449,11.22449,0,0.48969347,0.48969347,22.921461,22.970431,76.237661,15.825717,50.774283,0.98,0.98,0,0,0.02397997,0.2244898,0.02397997,1,0.1,0.1,1,66.6,76.237661,20.743629,1,discharge,none,discharge
45,2722.6112,0,11,0,0,11,0,11.22449,11.22449,0,0.48981261,0.48981261,22.915886,22.964867,75.953811,16.014762,50.585238,0.98,0.98,0,6.2172489e-15,0.02399164,0.2244898,0.02399164,1,0.1,0.1,1,66.6,75.953811,20.763549,1,discharge,none,discharge
46,2783.1137,0,11,0,0,11,0,11.22449,11.22449,0,0.48993181,0.48993181,22.910311,22.959304,75.669959,16.203807,50.396193,0.98,0.98,0,1.2434498e-14,0.024003319,0.2244898,0.024003319,1,0.1,0.1,1,66.6,75.669959,20.782016,1,discharge,none,discharge
47,2843.6162,0,11,0,0,11,0,11.22449,11.22449,0,0.49005107,0.49005107,22.904735,22.95374,75.386108,16.392852,50.207148,0.98,0.98,0,2.3092639e-14,0.024015006,0.2244898,0.024015006,1,0.1,0.1,1,66.6,75.386108,20.799115,1,discharge,none,discharge
48,2904.1187,0,11,0,0,11,0,11.22449,11.22449,0,0.49017039,0.49017039,22.89916,22.948177,75.102256,16.581897,50.018103,0.98,0.98,0,7.9936058e-15,0.024026701,0.2244898,0.024026701,1,0.1,0.1,1,66.6,75.102256,20.814917,1,discharge,none,discharge
49,2964.6211,0,11,0,0,11,0,11.22449,11.22449,0,0.49028976,0.49028976,22.893584,22.942613,74.818404,16.770943,49.829057,0.98,0.98,0,0,0.024038406,0.2244898,0.024038406,1,0.1,0.1,1,66.6,74.818404,20.829482,1,discharge,none,discharge
50,3025.1236,0,11,0,0,11,0,11.22449,11.22449,0,0.4904092,0.4904092,22.888009,22.93705,74.534552,16.959989,49.640011,0.98,0.98,0,1.7763568e-14,0.024050118,0.2244898,0.024050118,1,0.1,0.1,1,66.6,74.534552,20.842679,1,discharge,none,discharge
51,3085.6261,0,11,0,0,11,0,11.22449,11.22449,0,0.49052869,0.49052869,22.882433,22.931486,74.250699,17.149035,49.450965,0.98,0.98,0,0,0.02406184,0.2244898,0.02406184,1,0.1,0.1,1,66.6,74.250699,20.854772,1,discharge,none,discharge
52,3146.1285,0,11,0,0,11,0,11.22449,11.22449,0,0.49064824,0.49064824,22.876858,22.925923,73.966846,17.338081,49.261919,0.98,0.98,0,1.8651747e-14,0.02407357,0.2244898,0.02407357,1,0.1,0.1,1,66.6,73.966846,20.865809,1,discharge,none,discharge
53,3206.631,0,11,0,0,11,0,11.22449,11.22449,0,0.49076785,0.49076785,22.871283,22.920359,73.682993,17.527127,49.072873,0.98,0.98,0,9.7699626e-15,0.024085308,0.2244898,0.024085308,1,0.1,0.1,1,66.6,73.682993,20.875833,1,discharge,none,discharge
54,3267.1335,0,11,0,0,11,0,11.22449,11.22449,0,0.49088751,0.49088751,22.865707,22.914796,73.399139,17.716173,48.883827,0.98,0.98,0,7.1054274e-15,0.024097056,0.2244898,0.024097056,1,0.1,0.1,1,66.6,73.399139,20.884884,1,discharge,none,discharge
55,3327.636,0,11,0,0,11,0,11.22449,11.22449,0,0.49100724,0.49100724,22.860132,22.909232,73.115285,17.90522,48.69478,0.98,0.98,0,2.6645353e-15,0.024108811,0.2244898,0.024108811,1,0.1,0.1,1,66.6,73.115285,20.892998,1,discharge,none,discharge
56,3388.1384,0,11,0,0,11,0,11.22449,11.22449,0,0.49112702,0.49112702,22.854556,22.903669,72.831431,18.094267,48.505733,0.98,0.98,0,4.4408921e-15,0.024120576,0.2244898,0.024120576,1,0.1,0.1,1,66.6,72.831431,20.900211,1,discharge,none,discharge
57,3448.6409,326.25419,11,11,315.25419,0,34.580615,0,-34.580615,1.5,0,-1.5,23.053743,22.903743,73.698381,17.516878,49.083122,0.98,0.98,116.84075,0,0.225,0.70572684,0.225,1,0.1,0.1,1,66.6,73.698381,20.669057,1,charge,CC,charge - CC
58,3509.1434,322.77368,11,11,311.77368,0,34.606108,0,-34.606108,1.5,0,-1.5,23.070739,22.920739,74.565975,16.939061,49.660939,0.98,0.98,278.20158,0,0.225,0.7062471,0.225,1,0.1,0.1,1,66.6,74.565975,20.366112,1,charge,CC,charge - CC
59,3569.6458,319.66337,11,11,308.66337,0,34.63162,0,-34.63162,1.5,0,-1.5,23.087747,22.937747,75.434212,16.360815,50.239185,0.98,0.98,274.88014,0,0.225,0.70676776,0.225,1,0.1,0.1,1,66.6,75.434212,20.115192,1,charge,CC,charge - CC
60,3630.1483,317.0337,11,11,306.0337,0,34.657151,0,-34.657151,1.5,0,-1.5,23.104767,22.954767,76.303093,15.78214,50.81786,0.98,0.98,271.9841,0,0.225,0.70728879,0.225,1,0.1,0.1,1,66.6,76.303093,19.932828,1,charge,CC,charge - CC
61,3690.6508,314.53388,11,11,303.53388,0,34.682701,0,-34.682701,1.5,0,-1.5,23.121801,22.971801,77.17262,15.203035,51.396965,0.98,0.98,269.39328,0,0.225,0.70781022,0.225,1,0.1,0.1,1,66.6,77.17262,19.766984,1,charge,CC,charge - CC
62,3751.1533,312.16121,11,11,301.16121,0,34.70827,0,-34.70827,1.5,0,-1.5,23.138846,22.988846,78.042791,14.623501,51.976499,0.98,0.98,266.93094,0,0.225,0.70833203,0.225,1,0.1,0.1,1,66.6,78.042791,19.617005,1,charge,CC,charge - CC
63,3811.6557,309.91107,11,11,298.91107,0,34.733857,0,-34.733857,1.5,0,-1.5,23.155905,23.005905,78.913608,14.043537,52.556463,0.98,0.98,264.59343,0,0.225,0.70885423,0.225,1,0.1,0.1,1,66.6,78.913608,19.481753,1,charge,CC,charge - CC
64,3872.1582,307.7705,11,11,296.7705,0,34.759464,0,-34.759464,1.5,0,-1.5,23.172976,23.022976,79.785071,13.463142,53.136858,0.98,0.98,262.37194,0,0.225,0.70937682,0.225,1,0.1,0.1,1,66.6,79.785071,19.359947,1,charge,CC,charge - CC
65,3932.6607,305.7349,11,11,294.7349,0,34.79696,0,-34.79696,1.5,0,-1.5,23.197973,23.047973,80.657481,12.882118,53.717882,0.98,0.98,260.2456,0,0.225,0.71014204,0.225,1,0.1,0.1,1,66.6,80.657481,19.250323,1,charge,CC,charge - CC
66,3993.1631,303.8628,11,11,292.8628,0,34.904847,0,-34.904847,1.5,0,-1.5,23.269898,23.119898,81.532613,12.29928,54.30072,0.98,0.98,258.18166,0,0.225,0.71234382,0.225,1,0.1,0.1,1,66.6,81.532613,19.156223,1,charge,CC,charge - CC
67,4053.6656,302.27046,11,11,291.27046,0,35.024668,0,-35.024668,1.5,0,-1.5,23.349779,23.199779,82.410769,11.714428,54.885572,0.98,0.98,256.32717,0,0.225,0.71478915,0.225,1,0.1,0.1,1,66.6,82.410769,19.084551,1,charge,CC,charge - CC
68,4114.1681,300.74177,11,11,289.74177,0,35.144904,0,-35.144904,1.5,0,-1.5,23.429936,23.279936,83.291958,11.127556,55.472444,0.98,0.98,254.64397,0,0.225,0.71724294,0.225,1,0.1,0.1,1,66.6,83.291958,19.01877,1,charge,CC,charge - CC
69,4174.6706,299.27308,11,11,288.27308,0,35.265555,0,-35.265555,1.5,0,-1.5,23.51037,23.36037,84.176193,10.538656,56.061344,0.98,0.98,253.02216,0,0.225,0.7197052,0.225,1,0.1,0.1,1,66.6,84.176193,18.958368,1,charge,CC,charge - CC
70,4235.173,297.8626,11,11,286.8626,0,35.386622,0,-35.386622,1.5,0,-1.5,23.591082,23.441082,85.063482,9.947721,56.652279,0.98,0.98,251.45904,0,0.225,0.72217597,0.225,1,0.1,0.1,1,66.6,85.063482,18.902921,1,charge,CC,charge - CC
71,4295.6755,296.51607,11,11,285.51607,0,34.498823,0,-34.498823,1.4576559,0,-1.4576559,23.667709,23.521944,85.928681,9.3714981,57.228502,0.98,0.98,250.98645,0,0.21258388,0.70405761,0.21258388,1,0.1,0.1,1,66.6,85.928681,18.852473,1,charge,CV,charge - CV
72,4356.178,295.21901,11,11,284.21901,0,31.650096,0,-31.650096,1.3336347,0,-1.3336347,23.73255,23.599186,86.722869,8.8425695,57.75743,0.98,0.98,252.57152,0,0.17794366,0.64592032,0.17794366,1,0.1,0.1,1,66.6,86.722869,18.806189,1,charge,CV,charge - CV
73,4416.6805,293.96775,11,11,282.96775,0,29.098232,0,-29.098232,1.2230198,0,-1.2230198,23.792427,23.670125,87.453375,8.3560526,58.243947,0.98,0.98,253.9013,0,0.14964596,0.59384148,0.14964596,1,0.1,0.1,1,66.6,87.453375,18.763755,1,charge,CV,charge - CV
74,4477.1829,292.76081,11,11,281.76081,0,26.806662,0,-26.806662,1.1240851,0,-1.1240851,23.847816,23.735408,88.12664,7.9076578,58.692342,0.98,0.98,255.01054,0,0.12641145,0.54707474,0.12641145,1,0.1,0.1,1,66.6,88.12664,18.724885,1,charge,CV,charge - CV
75,4537.6854,291.5967,11,11,280.5967,0,24.743917,0,-24.743917,1.0353585,0,-1.0353585,23.899139,23.795603,88.748337,7.4936079,59.106392,0.98,0.98,255.92986,0,0.10724086,0.5049779,0.10724086,1,0.1,0.1,1,66.6,88.748337,18.68932,1,charge,CV,charge - CV
76,4598.1879,290.51804,11,11,279.51804,0,22.882851,0,-22.882851,0.95558052,0,-0.95558052,23.946772,23.851214,89.323471,7.1105683,59.489432,0.98,0.98,256.70752,0,0.09134919,0.46699697,0.09134919,1,0.1,0.1,1,66.6,89.323471,18.658496,1,charge,CV,charge - CV
77,4658.6903,289.66621,11,11,278.66621,0,21.199987,0,-21.199987,0.88366999,0,-0.88366999,23.991048,23.902681,89.856473,6.7555891,59.844411,0.98,0.98,257.45949,0,0.078116406,0.4326528,0.078116406,1,0.1,0.1,1,66.6,89.856473,18.637075,1,charge,CV,charge - CV
78,4719.1928,288.8306,11,11,277.8306,0,19.674968,0,-19.674968,0.81869596,0,-0.81869596,24.032269,23.950399,90.351271,6.4260537,60.173946,0.98,0.98,258.17191,0,0.067050155,0.40152996,0.067050155,1,0.1,0.1,1,66.6,90.351271,18.617058,1,charge,CV,charge - CV
79,4779.6953,288.01086,11,11,277.01086,0,18.290097,0,-18.290097,0.75985438,0,-0.75985438,24.0707,23.994714,90.811357,6.1196365,60.480363,0.98,0.98,258.75736,0,0.05775747,0.37326728,0.05775747,1,0.1,0.1,1,66.6,90.811357,18.598337,1,charge,CV,charge - CV
80,4840.1978,287.20627,11,11,276.20627,0,17.029953,0,-17.029953,0.70644869,0,-0.70644869,24.106582,24.035937,91.239841,5.8342661,60.765734,0.98,0.98,259.23106,0,0.049923159,0.34755006,0.049923159,1,0.1,0.1,1,66.6,91.239841,18.580835,1,charge,CV,charge - CV
81,4900.7002,286.41653,11,11,275.41653,0,15.881065,0,-15.881065,0.65787378,0,-0.65787378,24.14013,24.074343,91.639501,5.5680926,61.031907,0.98,0.98,259.60623,0,0.043293208,0.32410336,0.043293208,1,0.1,0.1,1,66.6,91.639501,18.564485,1,charge,CV,charge - CV
82,4961.2027,285.64139,11,11,274.64139,0,14.831634,0,-14.831634,0.61360243,0,-0.61360243,24.171538,24.110178,92.012821,5.3194615,61.280538,0.98,0.98,259.89464,0,0.037661962,0.30268641,0.037661962,1,0.1,0.1,1,66.6,92.012821,18.549227,1,charge,CV,charge - CV
83,5021.7052,284.88051,11,11,273.88051,0,13.871306,0,-13.871306,0.57317409,0,-0.57317409,24.20098,24.143663,92.362028,5.0868893,61.513111,0.98,0.98,260.10655,0,0.032862185,0.28308788,0.032862185,1,0.1,0.1,1,66.6,92.362028,18.535005,1,charge,CV,charge - CV
84,5082.2076,284.1433,11,11,273.1433,0,12.990969,0,-12.990969,0.53618535,0,-0.53618535,24.228614,24.174995,92.689124,4.8690432,61.730957,0.98,0.98,260.25581,0,0.028757299,0.26512181,0.028757299,1,0.1,0.1,1,66.6,92.689124,18.521954,1,charge,CV,charge - CV
85,5142.7101,283.4248,11,11,272.4248,0,12.182588,0,-12.182588,0.50228198,0,-0.50228198,24.254582,24.204354,92.99591,4.6647238,61.935276,0.98,0.98,260.35283,0,0.025235305,0.24862425,0.025235305,1,0.1,0.1,1,66.6,92.99591,18.509817,1,charge,CV,charge - CV
86,5203.2126,282.72495,11,11,271.72495,0,11.439064,0,-11.439064,0.47115212,0,-0.47115212,24.279013,24.231898,93.28401,4.4728493,62.127151,0.98,0.98,260.40236,0,0.022203994,0.23345029,0.022203994,1,0.1,0.1,1,66.6,93.28401,18.498548,1,charge,CV,charge - CV
87,5263.7151,282.04315,11,11,271.04315,0,10.754108,0,-10.754108,0.4425206,0,-0.4425206,24.302024,24.257772,93.554891,4.2924424,62.307558,0.98,0.98,260.41047,0,0.019587161,0.21947159,0.019587161,1,0.1,0.1,1,66.6,93.554891,18.488107,1,charge,CV,charge - CV
88,5324.2175,281.54829,11,11,270.54829,0,10.122138,0,-10.122138,0.41614403,0,-0.41614403,24.323721,24.282107,93.809882,4.1226184,62.477382,0.98,0.98,260.46701,0,0.017321592,0.20657425,0.017321592,1,0.1,0.1,1,66.6,93.809882,18.481184,1,charge,CV,charge - CV
89,5384.72,281.16523,11,11,270.16523,0,9.538191,0,-9.538191,0.39180665,0,-0.39180665,24.344201,24.305021,94.050187,3.9625753,62.637425,0.98,0.98,260.62391,0,0.015354662,0.19465696,0.015354662,1,0.1,0.1,1,66.6,94.050187,18.476222,1,charge,CV,charge - CV
90,5445.2225,280.79198,11,11,269.79198,0,8.9978436,0,-8.9978436,0.36931679,0,-0.36931679,24.363552,24.326621,94.2769,3.8115846,62.788415,0.98,0.98,260.79713,0,0.013642411,0.18362946,0.013642411,1,0.1,0.1,1,66.6,94.2769,18.471488,1,charge,CV,charge - CV
91,5505.7249,280.42832,11,11,269.42832,0,8.4971467,0,-8.4971467,0.3485038,0,-0.3485038,24.381855,24.347004,94.491016,3.6689837,62.931016,0.98,0.98,260.93959,0,0.012147996,0.17341116,0.012147996,1,0.1,0.1,1,66.6,94.491016,18.466968,1,charge,CV,charge - CV
92,5566.2274,280.07435,11,11,269.07435,0,8.0325676,0,-8.0325676,0.32921543,0,-0.32921543,24.399182,24.36626,94.693441,3.5341686,63.065831,0.98,0.98,261.05484,0,0.010840436,0.16392995,0.010840436,1,0.1,0.1,1,66.6,94.693441,18.462655,1,charge,CV,charge - CV
