Time [s],QS [W],QS_i [W],QS_elec [W],Q_load [W],T_eta [degC],alpha [-],alpha_th [-],eta [-]
3630.1483,745.61907,994.15876,317.0337,8,5.1496484,0,0.0035532574,-0.0035532574
3690.6508,745.62279,994.16372,314.53388,8,10.08726,0,0.0069602093,-0.0069602093
3751.1533,745.62651,994.16868,312.16121,8,14.766908,0,0.010189166,-0.010189166
3811.6557,745.63032,994.17376,309.91107,8,19.235181,0,0.013272275,-0.013272275
3872.1582,745.63421,994.17895,307.7705,8,23.517203,0,0.01622687,-0.01622687
3932.6607,745.6381,994.18414,305.7349,8,27.621627,0,0.019058923,-0.019058923
3993.1631,745.642,994.18933,303.8628,8,31.46425,0,0.021710332,-0.021710332
4053.6656,745.64586,994.19448,302.27046,8,34.864264,0,0.024056342,-0.024056342
4114.1681,745.64966,994.19954,300.74177,8,38.153353,0,0.026325814,-0.026325814
4174.6706,745.65346,994.20461,299.27308,8,41.338378,0,0.028523481,-0.028523481
4235.173,745.65726,994.20968,297.8626,8,44.422753,0,0.030651699,-0.030651699
4295.6755,745.661,994.21466,296.51607,8,47.398756,0,0.032705142,-0.032705142
4356.178,745.66444,994.21926,295.21901,8,50.286897,0,0.034697959,-0.034697959
4416.6805,745.66789,994.22386,293.96775,8,53.092709,0,0.036633969,-0.036633969
4477.1829,745.67134,994.22845,292.76081,8,55.819046,0,0.038515142,-0.038515142
4537.6854,745.67479,994.23305,291.5967,8,58.094644,0,0.040085305,-0.040085305
4598.1879,745.67764,994.23686,290.51804,8,60.229052,0,0.041558046,-0.041558046
4658.6903,30.195439,40.260586,-27.866694,8,60.154357,0,0.041506506,-0.041506506
4719.1928,30.194391,40.259188,-25.499286,8,56.50542,0,0.03898874,-0.03898874
4779.6953,30.193343,40.25779,-23.467617,8,53.367547,0,0.036823608,-0.036823608
4840.1978,30.191438,40.255251,-21.803853,8,50.789054,0,0.035044447,-0.035044447
4900.7002,30.189362,40.252483,-20.237334,8,48.359142,0,0.033367808,-0.033367808
4961.2027,30.187287,40.249715,-18.766307,8,46.075227,0,0.031791906,-0.031791906
5021.7052,30.185211,40.246948,-17.388865,8,43.93439,0,0.030314729,-0.030314729
5082.2076,30.182477,40.243302,-16.090819,8,41.915284,0,0.028921546,-0.028921546
5142.7101,30.179413,40.239218,-14.867074,8,40.010049,0,0.027606934,-0.027606934
5203.2126,30.17635,40.235133,-13.832951,8,38.394049,0,0.026491894,-0.026491894
5263.7151,30.173287,40.231049,-12.981778,8,37.057106,0,0.025569403,-0.025569403
5324.2175,30.169834,40.226445,-12.004944,8,35.540579,0,0.024523,-0.024523
5384.72,30.165992,40.221322,-10.970362,8,33.943018,0,0.023420683,-0.023420683
5445.2225,30.162149,40.216199,-9.9777214,8,32.409795,0,0.022362758,-0.022362758
5505.7249,30.158307,40.211076,-9.0333356,8,30.950486,0,0.021355835,-0.021355835
5566.2274,30.154293,40.205724,-8.1270661,8,29.549612,0,0.020389232,-0.020389232
5626.7299,30.149934,40.199912,-7.2475578,8,28.19019,0,0.019451231,-0.019451231
5687.2324,30.145575,40.1941,-6.390704,8,26.866256,0,0.018537716,-0.018537716
5747.7348,30.141216,40.188287,-5.5558025,8,25.576712,0,0.017647931,-0.017647931
5808.2373,30.136826,40.182434,-4.7419996,8,24.320223,0,0.016780954,-0.016780954
5868.7398,30.132281,40.176375,-4.1218121,8,23.358966,0,0.016117687,-0.016117687
5929.2422,30.127736,40.170315,-3.5522892,8,22.475937,0,0.015508396,-0.015508396
5989.7447,30.123191,40.164255,-2.9758687,8,21.58366,0,0.014892725,-0.014892725
6050.2471,30.118647,40.158196,-2.3929401,8,20.682691,0,0.014271057,-0.014271057
